class,sms,stemmed_sms,len
ham,I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.,want leav bare stay sane fight constantli help,116
spam,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270,current lead bid paus auction send custom care,90
spam,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or å£250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022",free entri wkli comp chanc win latest nokia psp cash everi great,160
ham,Somebody set up a website where you can play hold em using eve online spacebucks,somebodi set websit play hold em use eve onlin spacebuck,80
ham,Its sunny in california. The weather's just cool,sunni california weather cool,48
spam,You have 1 new message. Call 0207-083-6089,new messag call,42
ham,"I can make it up there, squeezed &lt;#&gt; bucks out of my dad",make squeez lt gt buck dad,62
ham,Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.,good day teeth pain maintain stuff,88
ham,How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.IåÕm knackered and iåÕm dreading work tonight. What are thou upto tonight. X,babe hope shit night sleep fell asleep knacker iåõm dread work tonight thou upto tonight,161
ham,How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem,friend help us problem give stupid suggest land us anoth problem help us forgt previou problem,147
ham,I'm at work. Please call,work pleas call,24
ham,I will be gentle baby! Soon you will be taking all &lt;#&gt; inches deep inside your tight pussy...,gentl babi soon take lt gt inch deep insid tight pussi,99
ham,NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!,much fight good nite,40
ham,Ok.ok ok..then..whats ur todays plan,ur today plan,36
ham,Nt joking seriously i told,nt joke serious told,26
ham,Watching ajith film ah?,watch ajith film ah,23
ham,Ooooooh I forgot to tell u I can get on yoville on my phone,ooooooh forgot tell get yovil phone,59
ham,"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!",done hand know mega shop asda count celebr that,104
ham,I dont know exactly could you ask chechi.,dont know exactli could ask chechi,41
ham,Dunno lei shd b driving lor cos i go sch 1 hr oni.,dunno lei shd drive lor co go sch hr oni,50
ham,As in i want custom officer discount oh.,want custom offic discount oh,40
ham,That's necessarily respectful,necessarili respect,29
ham,Hi. Hope you had a good day. Have a better night.,hi hope good day better night,49
ham,And he's apparently bffs with carly quick now,appar bff carli quick,45
ham,HARD BUT TRUE: How much you show &amp; express your love to someone....that much it will hurt when they leave you or you get seperated...!Žö´‰Ó_??‹Û¬ud evening...,hard true much show amp express love someon much hurt leav get seper even,162
ham,Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx,babe think got ur brolli left english wil bring luv franxx,86
ham,Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx,hi babe thank come even though didnt go well want bed hope see soon love kiss xxx,129
ham,So gd got free ice cream... I oso wan...,gd got free ice cream oso wan,40
ham,Pls give her prometazine syrup. 5mls then &lt;#&gt; mins later feed.,pl give prometazin syrup lt gt min later feed,68
ham,So how many days since then?,mani day sinc,28
ham,Dear are you angry i was busy dear,dear angri busi dear,34
ham,Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if Ì_ leaving earlier or wat mah cos mayb Ì_ haf to walk v far...,yup msg tat yiju tot group mate co meet today mah askin leav earlier wat mah co mayb haf walk far,162
ham,... Are you in the pub?,pub,23
ham,There is a first time for everything :),first time everyth,39
ham,"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?",daddi shu shu look wan tell singapor wat,82
ham,I ask if u meeting da ge tmr nite...,ask meet da ge tmr nite,36
ham,Gr8. So how do you handle the victoria island traffic. Plus when's the album due,handl victoria island traffic plu album due,80
ham,Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx,nite nite pocay wocay luv thing promis ring,81
ham,East coast,east coast,10
ham,You should get more chicken broth if you want ramen unless there's some I don't know about,get chicken broth want ramen unless know,90
ham,My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!,slave want take pictur today bright light cell phone bright light,112
ham,Nope. I just forgot. Will show next week,nope forgot show next week,40
ham,So how are you really. What are you up to. How's the masters. And so on.,realli master,72
ham,I'm at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story),bruce amp fowler mom car ca park long stori,82
ham,I dont know oh. Hopefully this month.,dont know oh hope month,37
ham,"Hi elaine, is today's meeting confirmed?",hi elain today meet confirm,40
ham,Ok k..sry i knw 2 siva..tats y i askd..,ok knw,39
ham,"Sorry, I'll call later",sorri call later,22
ham,U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...,horribl gal knew dat go wif yest still come ask,84
ham,Otherwise had part time job na-tuition..,otherwis part time job,40
ham,Oh yeah! And my diet just flew out the window,oh yeah diet flew window,45
spam,Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.,santa call would littl one like call santa xma eve call book time,106
ham,You didnt complete your gist oh.,didnt complet gist oh,32
ham,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can",er yeah sorri tell sit come wen,97
ham,"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around",make time tonight whenev cool text whenev around,102
ham,If I was I wasn't paying attention,pay attent,34
ham,Thanx a lot 4 ur help!,thanx lot ur help,22
ham,You're gonna have to be way more specific than that,gon na way specif,51
ham,Jesus armand really is trying to tell everybody he can find,jesu armand realli tri tell everybodi find,59
ham,I'm wif him now buying tix lar...,wif buy tix lar,33
ham,Mode men or have you left.,mode men left,26
ham,Am slow in using biola's fne,slow use biola fne,28
ham,"\What are youdoing later? Sar xxx\""""",youdo later sar,36
ham,Hey i've booked the 2 lessons on sun liao...,hey book lesson sun liao,44
ham,Thank you. do you generally date the brothas?,thank gener date brotha,45
ham,"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x",way make sure get train worc foreg street shrub hill fun night,90
ham,"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!",thought get watch co that kind thing love much,99
spam,You have won a guaranteed 32000 award or maybe even å£1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???,guarante award mayb even cash claim ur award call free legitimat efreefon number wat think,163
ham,Good morning. At the repair shop--the ONLY reason i'm up at this hour.,good morn repair shop reason hour,70
ham,"And that's fine, I got enough bud to last most of the night at least",fine got enough bud last night least,68
ham,I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?,back good journey let know need receipt shall tell like pendent,104
ham,So that takes away some money worries,take away money worri,37
ham,"aight we can pick some up, you open before tonight?",aight pick open tonight,51
spam,"Latest News! Police station toilet stolen, cops have nothing to go on!",latest news polic station toilet stolen cop noth go,70
ham,Sac needs to carry on:),sac need carri,23
ham,Just sing HU. I think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through. Even things like choosing a phone plan require guidance. When in doubt ask especially girls.,sing hu think also import find someon femal know place well prefer citizen also smart help navig even thing like choos phone plan requir guidanc doubt ask especi girl,251
ham,What???? Hello wats talks email address?,hello wat talk email address,40
ham,Except theres a chick with huge boobs.,except there chick huge boob,38
ham,Im just wondering what your doing right now?,im wonder right,44
ham,Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.,wish beauti day moment reveal even thing keep smile enjoy,101
spam,"\For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk\""""",sparkl shop break per person call visit,112
ham,Arun can u transfr me d amt,arun transfr amt,27
ham,"Sorry, I'll call later",sorri call later,22
ham,If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/,hear loud scream lt gt minut caus gyno shove thing belong,120
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,decemb mobil entitl updat latest colour camera mobil free call mobil updat co free,157
ham,Ok i thk i got it. Then u wan me 2 come now or wat?,ok thk got wan come wat,51
spam,Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv,txt call claim reward hour talk time use phone inc stop txtstop,147
ham,U GOIN OUT 2NITE?,goin,17
ham,I will treasure every moment we spend together...,treasur everi moment spend togeth,49
ham,Shall I bring us a bottle of wine to keep us amused? Only joking! I‰Û÷ll bring one anyway,shall bring us bottl wine keep us amus joke bring one anyway,89
spam,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=trueåÁC C RingtoneåÁ,wml ringtoneåá,85
spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,get garden readi summer free select summer bulb seed worth scotsman saturday stop,156
spam,"URGENT! Last weekend's draw shows that you have won å£1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm",urgent last weekend draw show cash spanish holiday call claim rstm,143
ham,Ok lor.,ok lor,7
ham,I thought slide is enough.,thought slide enough,26
ham,Yup,yup,3
ham,Well obviously not because all the people in my cool college life went home ;_;,well obvious peopl cool colleg life went home,79
ham,Ok lor Ì_ reaching then message me.,ok lor reach messag,35
ham,Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?,mummi boy good bad posit neg mummi made wait hmmmm,122
ham,Dhoni have luck to win some big title.so we will win:),dhoni luck win big win,54
ham,Yes princess! I want to please you every night. Your wish is my command...,ye princess want pleas everi night wish command,74
ham,What Today-sunday..sunday is holiday..so no work..,,50
ham,No probably &lt;#&gt; %.,probabl lt gt,24
ham,Really do hope the work doesnt get stressful. Have a gr8 day.,realli hope work doesnt get stress day,61
ham,Have you seen who's back at Holby?!,seen back holbi,35
ham,Shall call now dear having food,shall call dear food,31
spam,URGENT We are trying to contact you Last weekends draw shows u have won a å£1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm,urgent tri contact last weekend draw show prize guarante call claim code valid pm,149
ham,So li hai... Me bored now da lecturer repeating last weeks stuff waste time...,li hai bore da lectur repeat last week stuff wast time,78
